https,urlLength,hostLength,pathLength,subdomains,usesIPAddress,digitCount,hyphenCount,underscoreCount,dotCount,keywordMatches,suspiciousTLD,label
1,67,59,0,1,0,12,6,0,2,0,0,1
1,28,18,2,1,0,0,0,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,31,12,11,0,0,0,0,0,1,0,0,1
1,105,31,66,2,0,3,8,0,3,0,0,1
1,26,17,1,1,0,0,1,0,2,0,0,1
1,37,28,1,1,0,2,0,0,2,0,0,1
0,40,33,0,1,0,5,1,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,2,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,47,14,25,1,0,3,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,120,15,60,1,0,11,3,0,2,1,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,741,21,16,3,0,104,6,14,4,0,0,1
1,22,6,8,0,0,2,0,0,1,0,0,1
1,27,15,4,0,0,0,0,0,1,0,1,1
1,36,28,0,1,0,5,1,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,129,15,64,1,0,10,0,2,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,1,0,0,1,0,0,1
1,34,21,5,1,0,0,0,0,2,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,24,14,1,1,0,0,0,0,2,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,21,11,1,1,0,0,0,0,2,0,0,0
1,22,7,7,0,0,1,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,36,27,1,1,0,9,2,0,2,0,0,1
1,68,21,39,1,0,25,0,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,94,21,65,1,0,10,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,64,43,13,1,0,20,1,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,1,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,39,30,1,1,0,6,2,0,2,0,0,1
1,23,8,7,1,0,1,0,0,2,0,0,1
1,49,24,17,1,0,3,3,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,33,15,10,0,0,2,0,0,1,0,0,1
1,32,22,1,0,0,0,0,0,1,0,0,0
1,41,31,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,38,30,0,1,0,0,2,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,26,10,8,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,17,1,0,2,0,0,1
1,28,18,1,0,0,0,0,0,1,0,0,0
1,20,10,1,1,0,0,0,0,2,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,56,16,32,1,0,0,0,0,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,1,0,1,0,0,0
1,37,6,23,0,0,0,0,0,1,0,0,1
1,34,24,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,22,6,8,0,0,2,0,0,1,0,0,1
1,20,10,1,0,0,2,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,10,1,0,0,0,0,0,1,0,0,1
0,46,38,1,1,0,8,4,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,1,0,1,0,0,0
1,22,6,8,0,0,2,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,69,43,18,1,0,14,2,0,2,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,39,30,1,1,0,0,2,0,2,0,0,1
1,42,33,1,1,0,13,0,0,2,0,0,1
1,27,12,7,0,0,2,0,0,1,0,0,1
1,29,6,15,0,0,0,3,0,1,1,0,1
1,18,8,1,0,0,1,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,1,0,1,0,0,0
1,38,29,1,1,0,0,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,22,6,8,0,0,1,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,21,11,1,1,0,0,0,0,2,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,3,0,0,1,0,0,0
1,167,15,108,1,0,13,1,1,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,48,40,0,1,0,10,1,0,2,0,0,1
1,51,21,22,2,0,1,0,0,3,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,32,23,1,1,0,0,1,0,2,1,0,1
1,23,4,11,0,0,0,0,0,1,0,0,1
1,25,15,1,1,0,0,0,0,2,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,1,0,0,1,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,28,18,1,1,0,0,0,0,2,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,46,37,1,1,0,14,0,0,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,22,6,8,0,0,1,0,0,1,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,28,19,1,0,0,0,1,0,1,0,0,1
1,83,74,1,2,0,5,0,0,3,0,0,1
1,36,27,1,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,22,6,8,0,0,1,0,0,1,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,84,15,61,1,0,5,0,0,2,0,0,1
1,42,7,2,1,0,0,0,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,1,0,1,0,0,0
1,32,23,1,1,0,1,1,0,2,0,0,1
1,22,12,1,1,0,0,0,0,2,0,0,0
1,43,34,1,1,0,6,2,0,2,0,0,1
1,25,16,1,1,0,0,1,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,20,6,6,0,0,2,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,45,36,1,1,0,6,2,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,178,15,108,1,0,18,2,1,2,0,0,1
1,28,18,1,0,0,0,1,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,88,24,1,1,0,30,1,0,2,0,0,1
1,50,26,16,0,0,0,2,0,1,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,35,26,1,1,0,0,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,2,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,13,1,1,0,0,0,0,2,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,28,18,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
0,74,22,9,1,0,25,0,0,2,0,1,1
1,28,18,1,0,0,0,0,0,1,0,0,0
1,47,38,1,1,0,10,0,0,2,0,0,1
1,20,10,1,0,0,1,0,0,1,0,0,0
1,19,9,1,0,0,1,0,0,1,0,0,0
1,41,24,9,1,0,0,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,41,32,1,1,0,6,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,1,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,87,15,64,1,0,7,1,0,2,0,0,1
1,33,25,0,1,0,0,0,0,2,0,0,1
1,21,11,1,0,0,1,0,0,1,0,0,0
1,175,15,108,1,0,16,1,2,2,0,0,1
1,34,20,6,1,0,0,2,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,1,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,35,26,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,67,7,52,0,0,4,0,0,1,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,99,15,76,1,0,7,0,0,2,0,0,1
1,23,13,1,1,0,0,0,0,2,0,0,0
1,37,29,0,2,0,7,0,0,3,0,0,1
0,40,28,1,1,0,2,0,0,2,0,0,1
1,37,28,1,1,0,0,0,0,2,0,0,1
1,41,32,1,1,0,0,0,0,2,0,0,1
1,22,7,7,0,0,0,0,0,1,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,33,24,1,1,0,4,0,0,2,1,0,1
1,21,11,1,1,0,0,0,0,2,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,24,14,1,1,0,0,0,0,2,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,32,22,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
0,37,30,0,1,0,7,1,0,2,0,0,1
1,22,6,8,0,0,2,0,0,1,0,0,1
1,23,13,1,0,0,0,1,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,45,24,13,1,0,0,2,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,32,11,13,0,0,3,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,46,22,16,1,0,0,1,0,2,0,0,1
1,145,15,65,1,0,14,3,0,2,1,0,1
1,23,13,1,1,0,0,0,0,2,0,0,0
1,92,17,67,0,0,15,1,0,1,1,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,29,17,4,1,0,0,1,0,2,0,0,1
1,48,39,1,1,0,6,2,0,2,0,0,1
1,26,7,11,0,0,0,0,0,1,0,0,1
0,43,36,0,1,0,6,0,0,2,0,1,1
1,21,11,1,1,0,0,0,0,2,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,28,19,1,1,0,4,1,0,2,0,0,1
0,32,25,0,1,0,9,0,0,2,0,1,1
1,31,10,13,0,0,0,0,0,1,0,0,1
1,37,28,1,1,0,0,1,0,2,0,0,1
1,38,21,9,2,0,0,0,0,3,0,0,1
1,27,7,12,0,0,5,0,0,1,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,173,15,108,1,0,21,2,2,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,32,23,1,1,0,0,0,0,2,1,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,15,1,1,0,0,1,0,2,0,0,1
1,32,22,1,1,0,0,0,0,2,0,0,0
1,23,13,1,0,0,2,0,0,1,0,0,0
0,48,40,1,1,0,1,4,0,2,0,0,1
1,75,24,1,1,0,22,1,0,2,0,0,1
1,25,15,1,0,0,0,1,0,1,0,0,0
0,41,34,0,1,0,5,1,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,1,0,1,0,0,0
1,36,27,1,1,0,4,1,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,28,11,9,0,0,1,0,0,1,0,0,1
1,20,10,1,1,0,0,0,0,2,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,81,7,12,0,0,4,0,0,1,0,0,1
1,43,29,6,1,0,0,1,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
0,32,25,0,1,0,5,0,0,2,0,0,1
1,37,28,1,2,0,0,1,0,3,0,0,1
1,34,25,1,1,0,0,1,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,20,10,1,0,0,0,1,0,1,0,0,0
1,39,26,1,1,0,5,0,0,2,1,0,1
1,41,32,1,1,0,0,0,0,2,0,0,1
1,27,10,9,0,0,8,0,0,1,0,0,1
1,25,16,1,1,0,0,0,0,2,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,21,12,1,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,40,31,1,1,0,0,0,0,2,0,0,1
1,18,8,1,0,0,2,0,0,1,0,0,0
1,22,6,8,0,0,3,0,0,1,0,0,1
1,52,20,24,1,0,6,0,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,38,24,6,1,0,0,1,0,2,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,31,21,1,0,0,0,0,0,1,0,0,0
1,24,15,1,1,0,0,0,0,2,0,0,1
0,80,25,9,0,0,26,0,0,1,0,0,1
1,51,16,27,1,0,3,2,0,2,0,0,1
1,76,15,53,1,0,9,0,1,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,1,0,1,0,0,0
1,46,7,2,1,0,2,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,42,33,1,1,0,2,0,0,2,0,0,1
1,33,25,0,1,0,5,0,0,2,0,1,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,35,26,1,1,0,0,0,0,2,0,0,1
1,29,20,1,1,0,0,0,0,2,0,0,1
1,175,15,108,1,0,24,2,2,2,0,0,1
1,51,42,1,1,0,5,4,0,2,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,36,24,4,1,0,0,0,0,2,1,0,1
1,29,20,1,1,0,6,0,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,1,0,1,0,0,0
1,20,5,7,0,0,0,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,44,28,8,1,0,1,0,0,2,0,1,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,28,18,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
0,47,39,1,1,0,7,4,0,2,0,0,1
1,24,12,4,2,1,9,0,0,3,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,35,16,11,1,0,0,0,0,2,1,0,1
1,131,15,64,1,0,13,0,2,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,51,34,9,1,0,0,1,0,2,0,0,1
1,23,12,3,1,0,0,0,0,2,0,1,1
1,23,9,6,1,0,3,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,34,25,1,1,0,2,2,0,2,0,0,1
1,23,7,8,0,0,3,0,0,1,0,0,1
1,22,6,8,0,0,1,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,63,12,43,0,0,0,0,0,1,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,32,22,1,0,0,0,0,0,1,1,0,0
1,20,10,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,45,36,1,1,0,0,2,0,2,0,0,1
1,20,10,1,1,0,0,0,0,2,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,53,14,1,0,0,2,0,0,1,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,1,0,0,2,0,0,1
1,46,28,10,1,0,0,2,0,2,0,0,1
1,88,15,65,1,0,10,0,1,2,0,0,1
1,46,32,6,1,0,0,2,0,2,0,0,1
1,22,7,7,0,0,2,0,0,1,0,0,1
1,32,22,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,38,28,1,1,0,0,0,0,2,0,0,0
1,24,14,1,0,0,2,0,0,1,0,0,0
1,61,46,7,4,0,0,1,0,5,0,0,1
1,53,45,0,1,0,16,1,0,2,0,0,1
1,21,6,7,0,0,1,1,0,1,0,0,1
1,175,15,108,1,0,19,2,2,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,20,10,1,1,0,0,0,0,2,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,51,21,22,2,0,4,0,0,3,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,40,27,5,1,0,0,1,0,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,34,25,1,1,0,0,0,0,2,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,60,28,24,2,0,8,1,0,3,0,0,1
1,46,32,6,1,0,0,2,0,2,0,0,1
1,30,16,6,0,0,0,0,0,1,0,0,1
1,29,20,1,1,0,0,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,36,22,6,1,0,0,0,0,2,1,0,1
1,34,25,1,1,0,0,0,0,2,0,0,1
1,51,21,22,2,0,2,0,0,3,0,0,1
1,30,21,1,1,0,0,0,0,2,0,0,1
1,32,24,0,0,0,0,1,0,1,0,0,1
1,26,17,1,1,0,0,0,0,2,0,0,1
1,22,12,1,0,0,0,0,0,1,0,0,0
1,48,33,7,1,0,0,2,0,2,0,0,1
0,40,33,0,1,0,8,1,0,2,0,1,1
1,84,15,61,1,0,11,0,1,2,0,0,1
1,34,25,1,1,0,4,0,0,2,0,0,1
1,25,6,11,0,0,1,1,0,1,0,0,1
1,54,17,29,1,0,4,3,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,25,15,1,0,0,0,0,0,1,0,0,0
1,103,15,68,1,0,9,0,0,2,0,0,1
1,48,39,1,1,0,17,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,1,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,26,17,1,1,0,0,0,0,2,0,0,1
1,26,11,7,0,0,3,1,0,1,0,0,1
1,44,35,1,1,0,0,1,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,25,15,1,1,0,0,1,0,2,0,0,0
1,30,21,1,0,0,0,0,0,1,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,40,16,16,1,0,0,0,0,2,0,0,1
1,41,27,6,1,0,0,2,0,2,0,0,1
1,26,16,1,1,0,0,0,0,2,0,0,0
1,34,24,1,0,0,0,0,0,1,0,0,0
1,32,20,4,1,0,0,1,0,2,0,0,1
1,25,15,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,14,3,2,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,32,23,1,0,0,0,2,0,1,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,37,28,1,1,0,4,2,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,39,15,16,1,0,15,0,0,2,0,0,1
1,83,74,1,2,0,10,0,0,3,0,0,1
1,40,31,1,1,0,0,0,0,2,0,0,1
1,29,9,12,0,0,1,0,0,1,0,0,1
1,84,15,61,1,0,9,1,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,39,30,1,1,0,6,2,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,39,30,1,1,0,6,2,0,2,0,0,1
1,31,21,1,0,0,0,1,0,1,0,0,0
1,175,15,108,1,0,12,2,1,2,0,0,1
1,23,8,7,1,0,1,0,0,2,0,0,1
1,22,6,8,0,0,2,0,0,1,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,42,33,1,1,0,0,0,0,2,0,0,1
1,21,6,7,0,0,0,1,0,1,0,0,1
1,39,30,1,1,0,2,0,0,2,0,0,1
1,80,7,65,0,0,8,0,0,1,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,30,20,1,1,0,0,0,0,2,0,0,0
1,29,19,1,1,0,0,0,0,2,0,0,0
1,22,6,8,0,0,2,0,0,1,0,0,1
1,20,10,1,0,0,2,0,0,1,0,0,0
1,53,40,1,1,0,28,0,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,39,31,0,1,0,0,1,0,2,0,0,1
1,27,17,1,0,0,0,0,0,1,0,0,0
1,42,11,23,0,0,6,0,0,1,0,1,1
1,20,10,1,1,0,0,0,0,2,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,33,23,1,0,0,0,1,0,1,0,0,0
1,62,43,11,1,0,20,1,0,2,0,0,1
1,31,22,1,1,0,0,1,0,2,0,0,1
1,25,16,1,0,0,0,0,0,1,0,0,1
1,28,18,1,0,0,0,0,0,1,0,0,0
1,25,16,1,1,0,0,0,0,2,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,22,12,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,24,14,1,0,0,0,0,0,1,0,0,0
1,17,7,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,30,21,1,1,0,0,0,0,2,0,0,1
1,94,21,65,1,0,11,1,0,2,0,0,1
1,26,16,1,0,0,0,0,0,1,0,0,0
1,22,9,5,0,0,0,0,0,1,0,0,1
1,73,32,33,1,0,22,1,0,2,0,0,1
1,76,25,1,1,0,30,1,0,2,0,0,1
1,37,28,1,1,0,10,0,0,2,0,0,1
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,29,19,1,0,0,0,1,0,1,0,0,0
1,27,7,12,0,0,0,0,0,1,1,0,1
1,190,15,108,1,0,15,4,2,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,22,7,7,0,0,0,0,0,1,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,25,7,10,0,0,3,0,0,1,0,0,1
1,45,32,5,1,0,0,1,0,2,0,0,1
1,23,8,7,1,0,0,0,0,2,0,0,1
1,16,6,1,0,0,0,0,0,1,0,0,0
1,32,23,1,1,0,0,0,0,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,20,10,1,1,0,0,0,0,2,0,0,0
1,27,17,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
0,46,38,1,1,0,9,2,0,2,0,0,1
1,23,8,7,1,0,1,0,0,2,0,0,1
1,23,13,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,1,0,1,0,0,0
1,26,16,1,0,0,0,0,0,1,0,0,0
1,40,31,1,1,0,4,1,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,1,0,0,1,0,0,0
1,21,6,7,0,0,0,1,0,1,0,0,1
1,38,24,6,1,0,0,0,0,2,1,0,1
1,20,10,1,0,0,0,1,0,1,0,0,0
1,23,8,7,1,0,0,0,0,2,0,0,1
1,43,29,6,1,0,0,2,0,2,0,0,1
1,35,26,1,1,0,4,0,0,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,15,5,1,0,0,0,0,0,1,0,0,0
1,175,15,108,1,0,15,1,1,2,0,0,1
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,14,1,1,0,0,0,0,2,0,0,0
1,48,29,11,1,0,0,3,0,2,0,0,1
1,44,30,6,1,0,0,3,0,2,0,0,1
1,38,29,1,1,0,0,0,0,2,0,0,1
1,26,17,1,1,0,0,0,0,2,0,0,1
1,52,43,1,1,0,0,0,0,2,1,0,1
1,23,4,11,0,0,3,0,0,1,0,0,1
1,17,7,1,0,0,0,0,0,1,0,0,0
1,31,22,1,1,0,5,0,0,2,0,0,1
1,26,16,1,0,0,0,1,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,19,9,1,0,0,0,0,0,1,0,0,0
1,23,13,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,2,0,0,2,0,0,1
1,19,9,1,0,0,0,0,0,1,0,0,0
1,131,15,108,1,0,18,1,1,2,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,23,8,7,1,0,2,0,0,2,0,0,1
1,28,9,11,0,0,0,0,0,1,0,0,1
1,47,38,1,1,0,7,2,0,2,0,0,1
1,50,10,32,0,0,0,0,0,1,0,0,1
1,20,10,1,0,0,0,0,0,1,0,0,0
1,18,8,1,0,0,0,0,0,1,0,0,0
1,21,11,1,0,0,0,0,0,1,0,0,0
1,24,14,1,0,0,0,0,0,1,0,0,0
1,38,29,1,1,0,0,1,0,2,0,0,1
